key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,bloomberg_symbol,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.78125,110.796875,,F,,,,,0,0,0,,,0,0,calculated,110.7890625,SEP25,,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.VY3.21JUL25.110.C,0.78125,0.8125,110.0,C,0.7883923,,1250.0298379,1088.4178403,0,0,0,,,0,0,adjtheor,0.7883923,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.110:25.C,0.53125,0.5625,110.25,C,0.5416084,,947.3773307,810.9315057,0,0,0,,,0,0,adjtheor,0.5416084,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.110:5.C,0.296875,0.328125,110.5,C,0.3059512,472.0157882,739.4101131,619.9509891,0,0,0,,,0,0,adjtheor,0.3059512,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.110:75.C,0.109375,0.140625,110.75,C,0.1190864,471.415474,635.715523,553.6765536,0,0,0,,,0,0,adjtheor,0.1190864,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.111.C,0.015625,0.046875,111.0,C,0.0304815,425.9960372,657.2222071,550.1240947,0,0,0,,,0,0,adjtheor,0.0304815,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.111:25.C,0.0069999,0.015625,111.25,C,0.0079593,608.034981,734.7499315,677.5240435,0,0,0,,,0,0,adjtheor,0.0079593,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.111:5.C,,0.015625,111.5,C,0.0033459,,1016.7908888,877.3224356,0,0,0,,,0,0,adjtheor,0.0033459,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.111:75.C,,0.0069999,111.75,C,0.0026135,,1088.2262075,969.1160396,0,0,0,,,0,0,adjtheor,0.0026135,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.112.C,,0.0069999,112.0,C,0.0024078,,1326.6158567,1191.258043,0,0,0,,,0,0,adjtheor,0.0024078,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.112:25.C,,0.0069999,112.25,C,0.0027887,,1551.040521,1397.9970536,0,0,0,,,0,0,adjtheor,0.0027887,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.112:5.C,,0.0069999,112.5,C,0.0032584,,1770.871154,1601.265585,0,0,0,,,0,0,adjtheor,0.0032584,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.112:75.C,,0.0069999,112.75,C,0.0035783,,,1801.945709,0,0,0,,,0,0,adjtheor,0.0035783,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.113.C,,0.0069999,113.0,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.WY4.23JUL25.110.C,0.796875,0.828125,110.0,C,0.7981569,485.3144104,675.623305,593.9982621,0,0,0,,,0,0,adjtheor,0.7981569,23JUL25,,0.186806,1.0885503788321553,1.0885503788321553,0.953241744829055,60.05422992423046,0.20776859059847855,4.828248864367392,0.04224927377087616,2.661704247565198,-0.4884795916010852,109.17058448290703,-150.6061701021101,-438.8039022277443,-1342.6017233776558,-174.61898959916115,-8211.089269944232,-150.94435542010314,True,,bachelier_v1.0
XCME.WY4.23JUL25.110:25.C,0.5625,0.59375,110.25,C,0.565035,450.1814018,581.7963792,520.4012677,0,0,0,,,0,0,adjtheor,0.565035,23JUL25,,0.186806,1.0484734140210692,1.0484734140210692,0.8828902776754979,55.62208749355637,0.43389282674693963,5.430259795595695,0.08498273699368576,5.353912430602203,-0.9463826701954986,114.69536485732583,-223.08181475126273,-626.0381141887095,-472.7363927782913,-2189.590005947301,7167.859318691828,-1892.7280065054465,True,,bachelier_v1.0
XCME.WY4.23JUL25.110:5.C,0.34375,0.375,110.5,C,0.3574411,402.5930743,496.9496388,450.7511919,0,0,0,,,0,0,adjtheor,0.3574411,23JUL25,,0.186806,1.0237820785401741,1.0237820785401741,0.7432069977466077,46.82204085803628,0.7283475603166987,6.012280857432729,0.13929547668976497,8.775615031455192,-1.514687980526652,58.06402433913853,-205.6472476586569,-563.5203544159334,616.4041577978101,-3277.0870171403308,26523.363466483144,-2832.78347099205,True,,bachelier_v1.0
XCME.WY4.23JUL25.110:75.C,0.1875,0.21875,110.75,C,0.1975007,418.7023511,496.2982741,457.5100786,0,0,0,,,0,0,adjtheor,0.1975007,23JUL25,,0.186806,1.0281748611309842,1.0281748611309842,0.5350226269341226,33.706425496849725,0.8942724214524655,5.796462273868151,0.17176221817839793,10.82101974523907,-1.8757426941769577,1.2907910479231666,-33.9752680050565,-93.49944986506573,175.5239504495204,-629.5756434546973,5940.086877357902,-544.2185291966814,True,,bachelier_v1.0
XCME.WY4.23JUL25.111.C,0.078125,0.109375,111.0,C,0.0972904,404.6640317,491.2636218,448.4351484,0,0,0,,,0,0,adjtheor,0.0972904,23JUL25,,0.186806,1.0661156774392238,1.0661156774392238,0.32355629841237354,20.384046799979533,0.7796595073260103,4.453405037908904,0.15527449665381576,9.782293289190394,-1.7582600248419726,30.52136190925824,154.26039669692003,440.18775447946075,-612.2492714779431,2665.6978784542416,-21765.71135726941,2304.285741955441,True,,bachelier_v1.0
XCME.WY4.23JUL25.111:25.C,0.03125,0.046875,111.25,C,0.0461991,427.1954785,491.0181367,460.2135451,0,0,0,,,0,0,adjtheor,0.0461991,23JUL25,,0.186806,1.1386724682768827,1.1386724682768827,0.17448569506164507,10.99259878888364,0.5228000149684927,2.807833178668857,0.1112052350981101,7.005929811180937,-1.344939333702234,85.66867210005017,211.63077057988787,644.9956958008297,-122.18248969391044,2782.1010785790395,-14146.196896898082,2404.907135149892,True,,bachelier_v1.0
XCME.WY4.23JUL25.111:5.C,0.015625,0.03125,111.5,C,0.0233815,483.1835196,577.2556989,533.8890622,0,0,0,,,0,0,adjtheor,0.0233815,23JUL25,,0.186806,1.2445372688808793,1.2445372688808793,0.09313645959127576,5.867596954250373,0.30965818896281944,1.6202064822767888,0.07199151237314327,4.535465279508026,-0.9516293895538236,101.04843734966653,176.89114196934977,589.2412950219865,568.2535264130476,1372.751998237931,-824.6121435608499,1186.635920877409,True,,bachelier_v1.0
XCME.WY4.23JUL25.111:75.C,0.0069999,0.015625,111.75,C,0.0140878,517.1310214,606.357358,566.6681884,0,0,0,,,0,0,adjtheor,0.0140878,23JUL25,,0.186806,1.392257074815771,1.392257074815771,0.0551429437026128,3.4740054532646063,0.18524381971163711,0.9668330839864615,0.04817857850901175,3.03525044606774,-0.7124461730833339,88.24602343357657,127.85550615909492,476.4507912062549,762.0342037284843,356.20500606526764,3266.228893575198,307.91115652059705,True,,bachelier_v1.0
XCME.WY4.23JUL25.112.C,,0.015625,112.0,C,0.0096066,,731.0797326,642.2936008,0,0,0,,,0,0,adjtheor,0.0096066,23JUL25,,0.186806,1.5566245240583962,1.5566245240583962,0.03594015466223133,2.264229743720574,0.11737378218671109,0.6168051910804279,0.03413074662471174,2.1502370373568396,-0.5642977250956899,71.03081858599639,91.30802718959889,380.42759431367426,703.2266802403187,-135.45398077885287,3220.740810366356,-117.08929174704848,True,,bachelier_v1.0
XCME.WY4.23JUL25.112:25.C,,0.015625,112.25,C,0.0078364,,849.3582817,750.2751226,0,0,0,,,0,0,adjtheor,0.0078364,23JUL25,,0.186806,1.7550574369466838,1.7550574369466838,0.027055340741538737,1.7044864667169406,0.08231198859703552,0.4403287138560967,0.026986418386896298,1.7001443583744669,-0.503054716964636,57.03529600988898,68.51779794180872,321.86511900308767,566.207165450172,-300.957905370392,2296.0977205351346,-260.15439179323084,True,,bachelier_v1.0
XCME.WY4.23JUL25.112:5.C,,0.015625,112.5,C,0.0070786,,965.0434834,856.2082166,0,0,0,,,0,0,adjtheor,0.0070786,23JUL25,,0.186806,1.9713060869270076,1.9713060869270076,0.0223164963455259,1.4059392697681319,0.06234828188595552,0.34118961545656623,0.02295986733532638,1.446471642125562,-0.4807309458251046,46.966116907600565,54.11336892158741,285.5208439216407,445.6088481355636,-345.98617832363897,1563.2307307891153,-299.0777852466596,True,,bachelier_v1.0
