key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,bloomberg_symbol,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,111.15625,111.171875,,F,,,,,0,0,0,,,0,0,calculated,111.1640625,SEP25,,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.VY3.21JUL25.110.C,,,110.0,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.110:25.C,,,110.25,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.110:5.C,,,110.5,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.110:75.C,,,110.75,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.111.C,,,111.0,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.111:25.C,,,111.25,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.111:5.C,,,111.5,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.111:75.C,,,111.75,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.112.C,,,112.0,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.112:25.C,,,112.25,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.112:5.C,,,112.5,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.112:75.C,,,112.75,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.VY3.21JUL25.113.C,,,113.0,C,,,,,0,0,0,,,0,0,missing,,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,No valid price available,bachelier_v1.0
XCME.GY4.22JUL25.110.C,1.15625,1.1875,110.0,C,1.1656886,,1453.7357731,1258.081376,0,0,0,,,0,0,adjtheor,1.1656886,22JUL25,,0.728472,0.5831958879447607,0.5831958879447607,0.9903218534570015,62.39027676779109,0.05203588898147053,4.365882227886863,0.022107024636086152,1.3927425520734276,-0.035115701471925734,207.31306366483858,-103.86394737959881,-41.57539824282404,-1092.5753953610174,206.2258279829951,-4803.476668026152,352.02984419016514,True,,bachelier_v1.0
XCME.GY4.22JUL25.110:25.C,0.90625,0.9375,110.25,C,0.9156467,,1208.6832066,1036.582462,0,0,0,,,0,0,adjtheor,0.9156467,22JUL25,,0.728472,0.4708301665404244,0.4708301665404244,0.9885350547015164,62.27770844619553,0.07470696418497917,4.448359170596551,0.025623487125158276,1.6142796888849713,-0.032859360998864565,281.5686582980748,-145.0349601685294,-46.86991020267939,-1764.9324421450785,253.53896510087927,-10490.854855149782,432.79390973257665,True,,bachelier_v1.0
XCME.GY4.22JUL25.110:5.C,0.65625,0.6875,110.5,C,0.666717,,950.0760443,802.812545,0,0,0,,,0,0,adjtheor,0.666717,22JUL25,,0.728472,0.3853897319901589,0.3853897319901589,0.978248190867827,61.6296360246731,0.1580415452627582,4.73590929479276,0.044369473008007414,2.795276799504467,-0.04657372879574613,469.23338157198157,-272.32034208355685,-72.03397223987358,-2983.4203381917387,235.57633531150978,-26969.82461150174,402.13149548580856,True,,bachelier_v1.0
XCME.GY4.22JUL25.110:75.C,0.40625,0.4375,110.75,C,0.4220289,,677.9141452,559.1598382,0,0,0,,,0,0,adjtheor,0.4220289,22JUL25,,0.728472,0.32230408864730375,0.32230408864730375,0.9338634196047393,58.83339543509858,0.46715867600259386,5.7763791473942,0.10968395385834777,6.910089093075909,-0.09628652477635427,771.0181277820642,-600.156486050653,-132.7661799508588,-3235.1139209619114,-354.43395701896185,-23445.557707699092,-605.0228135118808,True,,bachelier_v1.0
XCME.GY4.22JUL25.111.C,0.1875,0.21875,111.0,C,0.2008265,372.5510945,554.9643577,467.7392051,0,0,0,,,0,0,adjtheor,0.2008265,22JUL25,,0.728472,0.28677072496226486,0.28677072496226486,0.7486661555584744,47.165967800183886,1.3019809292101427,8.311960161380648,0.27198960153549046,17.135344896735898,-0.2124436306910439,426.1413178898305,-744.8676855932443,-146.61253019919712,1963.5716130351511,-1527.8800870985076,156003.3684260824,-2608.1087624334536,True,,bachelier_v1.0
XCME.GY4.22JUL25.111:25.C,0.046875,0.078125,111.25,C,0.0589357,386.1817491,541.090508,464.4320295,0,0,0,,,0,0,adjtheor,0.0589357,22JUL25,,0.728472,0.28145927282618655,0.28145927282618655,0.36027103788262727,22.69707538660552,1.5577540565939847,7.69586420972856,0.3193944136009304,20.121848056858617,-0.24484964406924764,145.22226274168474,475.62650146266753,91.88375753532432,-2022.8659216018134,1098.5128324401226,-132646.5891432285,1875.1739538496631,True,,bachelier_v1.0
XCME.GY4.22JUL25.111:5.C,0.0069999,0.03125,111.5,C,0.0124519,422.5845848,649.3686571,552.044096,0,0,0,,,0,0,adjtheor,0.0124519,22JUL25,,0.728472,0.30740570059697525,0.30740570059697525,0.10020511158369749,6.312922029772942,0.6698913146133946,3.0796600963520926,0.15001307988278045,9.45082403261517,-0.1256023150961063,800.0138121957324,732.0671447078283,154.46140243066117,2090.1951172146546,801.0095647156272,-16119.75053362748,1367.332477311841,True,,bachelier_v1.0
XCME.GY4.22JUL25.111:75.C,,0.015625,111.75,C,0.0034051,,782.6337331,669.9675298,0,0,0,,,0,0,adjtheor,0.0034051,22JUL25,,0.728472,0.36126235866051837,0.36126235866051837,0.02869688627628744,1.8079038354061088,0.21268256242854877,0.9646640126393173,0.05597156636475782,3.526208680979743,-0.055074019477451525,559.485770393989,344.9534277111974,85.53430256960993,3422.591022655994,-169.53201231838267,34310.47330833662,-289.393081678433,True,,bachelier_v1.0
XCME.GY4.22JUL25.112.C,,0.015625,112.0,C,0.0018388,,1025.0955003,888.5319613,0,0,0,,,0,0,adjtheor,0.0018388,22JUL25,,0.728472,,,,,,,,,,,,,,,,,False,Market price 0.001839 below minimum safeguard 0.001953,
XCME.GY4.22JUL25.112:25.C,,0.015625,112.25,C,0.0016104,,1259.2575856,1101.8627402,0,0,0,,,0,0,adjtheor,0.0016104,22JUL25,,0.728472,,,,,,,,,,,,,,,,,False,Market price 0.001610 below minimum safeguard 0.001953,
