timestamp,underlying_future_price,expiry,vtexp,strike,itype,bid,ask,adjtheor,implied_vol,delta_F,delta_y,gamma_F,gamma_y,speed_F,speed_y,theta_F,vega_price,vega_y,key,calc_error,source_file
2025-08-18 14:34:26,111.53125,21AUG25,0.011979166666666666,111.0,P,0.03125,0.046875,0.0294041219348316,4.252299693916862,-0.12683868555332567,-8.11716852067063,0.44683135082707004,5.497269963161388,-331.98703789657367,-0.08701209325531563,-16.03100799168109,0.022761145195912175,1.4566222479575954,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1334.csv
2025-08-18 14:39:27,111.515625,21AUG25,0.011965388888888888,111.0,P,0.03125,0.046875,0.0313741651269197,4.251907095175349,-0.133794825262873,-8.562333637522821,0.4639547202167508,5.538182730510269,-253.31862869537363,-0.06639350826166099,-16.64227117201637,0.023604031326063434,1.5105635887427553,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1339.csv
2025-08-18 14:44:26,111.53125,21AUG25,0.011965388888888888,111.0,P,0.03125,0.046875,0.0292806745445802,4.249315968958939,-0.12653553457742384,-8.097768070816816,0.44665753305868366,5.497831328672782,-336.3670677766129,-0.08816007653441514,-16.00229149824502,0.02271017634683758,1.453360445492218,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1344.csv
2025-08-18 14:49:26,111.53125,21AUG25,0.011935075396825397,111.0,P,0.03125,0.046875,0.0292245831158056,4.252234944412985,-0.12639753364036044,-8.088936562848508,0.44657777689926714,5.498084292213356,-338.36991810620134,-0.088685013293268,-16.021422571828975,0.022664154729185704,1.450415246048968,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1349.csv
2025-08-18 14:54:26,111.515625,21AUG25,0.011935075396825397,111.0,P,0.03125,0.046875,0.0311896679355073,4.24946819932946,-0.1333542422847478,-8.53413808925472,0.46375705872364603,5.539223658742159,-259.17850129584133,-0.0679293506981811,-16.61610254102405,0.023520702208464028,1.505230858532864,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1354.csv
2025-08-18 14:59:26,111.515625,21AUG25,0.011921297619047618,111.0,P,0.03125,0.046875,0.0311288491384261,4.2493348907053825,-0.13320864925365128,-8.524820717636667,0.4636908873412774,5.539564145369272,-261.12689487596015,-0.06844001462339185,-16.612689313915542,0.023489460963540664,1.5032315438227482,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1359.csv
2025-08-18 15:04:26,111.53125,21AUG25,0.011893738095238094,111.0,P,0.03125,0.046875,0.0290553518646703,4.252129504503464,-0.12598020147936184,-8.062228973873241,0.44633417727859487,5.498839427962384,-344.46107255896857,-0.09028147351242219,-16.01188909041851,0.02257277733076309,1.4445674580595147,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1404.csv
2025-08-18 15:09:26,111.546875,21AUG25,0.011893738095238094,111.0,P,0.015625,0.03125,0.027093367637022,4.249949009311467,-0.11902001421269359,-7.616804829555538,0.42910407302833814,5.457506529011034,-428.3831489369351,-0.11227701762235295,-15.377988764954152,0.021690258467143654,1.3880897808633252,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1409.csv
2025-08-18 15:14:26,111.546875,21AUG25,0.011877206349206349,111.0,P,0.015625,0.046875,0.0270410142636024,4.250489405977874,-0.11888666478544607,-7.608270999609407,0.4290082552344363,5.45767417597883,-430.50565496163193,-0.11283331552279517,-15.378465012236077,0.021658026913761404,1.3860270903730747,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1414.csv
2025-08-18 15:19:26,111.53125,21AUG25,0.0118579126984127,111.0,P,0.015625,0.046875,0.0288883687967996,4.251130815539979,-0.12556696861667715,-8.035783723592871,0.4460893946547292,5.499572501683094,-350.5434266666614,-0.09187562720644472,-15.995591353874007,0.022487160327023192,1.4390883122881764,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1419.csv
2025-08-18 15:24:26,111.546875,21AUG25,0.011852404761904762,111.0,P,0.015625,0.046875,0.0269469437035781,4.250583166882152,-0.11864667592798162,-7.5929126726871115,0.42883483839839526,5.457971902606401,-434.33959018091764,-0.1138381702031133,-15.372926813003739,0.021604541419346125,1.3826042326724746,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1424.csv
2025-08-18 15:29:26,111.546875,21AUG25,0.011830357142857144,111.0,P,0.015625,0.046875,0.0268813811889288,4.251503129557122,-0.1184791245925999,-7.582190057428023,0.42871302179174264,5.458176719762309,-437.02704973637486,-0.11454253951506271,-15.375213135061133,0.02156289329307203,1.3799389191834377,XCME.HY3.21AUG25.111.P,,five_min_market_20250818_1429.csv
