timestamp,underlying_future_price,expiry,vtexp,strike,itype,bid,ask,adjtheor,implied_vol,delta_F,delta_y,gamma_F,gamma_y,speed_F,speed_y,theta_F,vega_price,vega_y,key,calc_error,source_file
2025-08-18 14:34:26,111.53125,20AUG25,0.008010912698412698,112.75,C,,0.015625,1.32509967443184e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1334.csv
2025-08-18 14:39:27,111.515625,20AUG25,0.00799713492063492,112.75,C,,0.015625,1.02290324832666e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1339.csv
2025-08-18 14:44:26,111.53125,20AUG25,0.00799713492063492,112.75,C,,0.015625,1.27630653423694e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1344.csv
2025-08-18 14:49:26,111.53125,20AUG25,0.007966821428571429,112.75,C,,0.015625,1.25461512823222e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1349.csv
2025-08-18 14:54:26,111.515625,20AUG25,0.007966821428571429,112.75,C,,0.015625,9.67680932717485e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1354.csv
2025-08-18 14:59:26,111.515625,20AUG25,0.00795304365079365,112.75,C,,0.015625,9.49996618260229e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1359.csv
2025-08-18 15:04:26,111.53125,20AUG25,0.007925484126984126,112.75,C,,0.015625,1.1909638715224e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1404.csv
2025-08-18 15:09:26,111.546875,20AUG25,0.007925484126984126,112.75,C,,0.007,1.48961190404862e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1409.csv
2025-08-18 15:14:26,111.546875,20AUG25,0.007908952380952381,112.75,C,,0.007,1.46516359222915e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1414.csv
2025-08-18 15:19:26,111.53125,20AUG25,0.00788965873015873,112.75,C,,0.007,1.13070856855302e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1419.csv
2025-08-18 15:24:26,111.546875,20AUG25,0.007884150793650794,112.75,C,,0.007,1.42203433028953e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1424.csv
2025-08-18 15:29:26,111.546875,20AUG25,0.007864857142857142,112.75,C,,0.007,1.39257764431022e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1429.csv
2025-08-18 15:34:26,111.546875,20AUG25,0.00784556746031746,112.75,C,,0.007,1.36834650277251e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1434.csv
2025-08-18 15:39:26,111.546875,20AUG25,0.007842813492063491,112.75,C,,0.007,1.34650073846387e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1439.csv
2025-08-18 15:44:27,111.546875,20AUG25,0.007818011904761906,112.75,C,,0.007,1.32182445611306e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1444.csv
2025-08-18 15:49:26,111.53125,20AUG25,0.007818011904761906,112.75,C,,0.007,1.01928910112292e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1449.csv
2025-08-18 15:54:26,111.53125,20AUG25,0.0077987222222222225,112.75,C,,0.007,1.00160964677798e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1454.csv
2025-08-18 15:59:26,111.546875,20AUG25,0.0077987222222222225,112.75,C,,0.007,1.25515163063028e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1459.csv
2025-08-18 16:04:26,111.515625,20AUG25,0.007773920634920635,112.75,C,,0.007,7.53122890273516e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1504.csv
2025-08-18 16:09:26,111.546875,20AUG25,0.007757384920634921,112.75,C,,0.007,1.21227998306495e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1509.csv
2025-08-18 16:14:25,111.546875,20AUG25,0.007740849206349206,112.75,C,,0.007,1.20589611185551e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1514.csv
2025-08-18 16:19:26,111.5625,20AUG25,0.007729829365079365,112.75,C,,0.007,1.49353618894565e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1519.csv
2025-08-18 16:24:26,111.546875,20AUG25,0.007713293650793651,112.75,C,,0.007,1.15123071964263e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1524.csv
2025-08-18 16:29:26,111.546875,20AUG25,0.0076967579365079366,112.75,C,,0.007,1.12909515337378e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1529.csv
2025-08-18 16:34:26,111.5625,20AUG25,0.0076802261904761904,112.75,C,,0.007,1.41761655925166e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1534.csv
2025-08-18 16:39:26,111.5625,20AUG25,0.007671956349206349,112.75,C,,0.007,1.41383630136716e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1539.csv
2025-08-18 16:44:26,111.5625,20AUG25,0.007671956349206349,112.75,C,,0.007,1.37185945447982e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1544.csv
2025-08-18 16:49:27,111.546875,20AUG25,0.007671956349206349,112.75,C,,0.007,1.05109081971477e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1549.csv
2025-08-18 16:54:27,111.5625,20AUG25,0.007630623015873016,112.75,C,,0.007,1.32131614805076e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1554.csv
2025-08-18 16:59:27,111.5625,20AUG25,0.007630623015873016,112.75,C,,0.007,1.29979243013167e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1559.csv
2025-08-18 17:04:25,111.546875,20AUG25,0.007630623015873016,112.75,C,,,1.01128358664937e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1604.csv
2025-08-18 17:09:26,111.546875,20AUG25,0.007589285714285714,112.75,C,,,1.01128358664937e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1609.csv
2025-08-18 17:14:26,111.546875,20AUG25,0.007589285714285714,112.75,C,,,1.01128358664937e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1614.csv
2025-08-18 17:19:26,111.546875,20AUG25,0.007589285714285714,112.75,C,,,9.55675361069552e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1619.csv
2025-08-18 17:24:26,111.546875,20AUG25,0.007545194444444445,112.75,C,,,9.55675361069552e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1624.csv
2025-08-18 17:29:26,111.546875,20AUG25,0.007545194444444445,112.75,C,,,9.55675361069552e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1629.csv
2025-08-18 17:34:26,111.546875,20AUG25,0.007545194444444445,112.75,C,,,9.02801005508991e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1634.csv
2025-08-18 17:39:26,111.546875,20AUG25,0.007501103174603174,112.75,C,,,9.02801005508991e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1639.csv
2025-08-18 17:44:26,111.546875,20AUG25,0.007501103174603174,112.75,C,,,9.02801005508991e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1644.csv
2025-08-18 17:49:25,111.5546875,20AUG25,0.007501103174603174,112.75,C,,,1.10133132125156e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1649.csv
2025-08-18 17:54:26,111.5546875,20AUG25,0.007459765873015873,112.75,C,,,1.10133132125156e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1654.csv
2025-08-18 17:59:26,111.546875,20AUG25,0.007457011904761905,112.75,C,,,8.11715011650449e-07,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1659.csv
2025-08-18 18:04:30,111.5625,20AUG25,0.007457011904761905,112.75,C,,0.015625,1.02560640868887e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1704.csv
2025-08-18 18:09:30,111.578125,20AUG25,0.0074184285714285715,112.75,C,,0.015625,1.29437884766048e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1709.csv
2025-08-18 18:14:30,111.578125,20AUG25,0.007412920634920635,112.75,C,,0.015625,1.27163988850043e-06,,,,,,,,,,,XCME.WY3.20AUG25.112:75.C,Market price 0.000001 below minimum safeguard 0.001953,five_min_market_20250818_1714.csv
