timestamp,underlying_future_price,expiry,vtexp,strike,itype,bid,ask,adjtheor,implied_vol,delta_F,delta_y,gamma_F,gamma_y,speed_F,speed_y,theta_F,vega_price,vega_y,key,calc_error,source_file
2025-08-18 14:34:26,111.53125,20AUG25,0.008010912698412698,113.0,P,1.46875,1.484375,1.46875,3.759935905389585,-0.9999936269469035,-63.99559215009404,8.66232944393731e-05,0.0003815314872879322,20.275541629455045,0.005314115063774857,-0.002429769317723987,2.609138524475489e-06,0.00016697442901233338,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1334.csv
2025-08-18 14:39:27,111.515625,20AUG25,0.00799713492063492,113.0,P,1.46875,1.484375,1.484375,3.7990159776035264,-0.9999937658431319,-63.995601038897064,8.402070475778189e-05,0.00037028924827725384,19.54775035829569,0.005123364718948892,-0.002406013300237563,2.5526534767220638e-06,0.00016335961189630518,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1339.csv
2025-08-18 14:44:26,111.53125,20AUG25,0.00799713492063492,113.0,P,1.46875,1.5,1.46875,3.7628619620425696,-0.9999936374685893,-63.995592823439836,8.649399157688955e-05,0.0003809577378843948,20.252165191326686,0.005307988219705013,-0.002429920007006297,2.602787123884528e-06,0.00016656796478011423,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1344.csv
2025-08-18 14:49:26,111.53125,20AUG25,0.007966821428571429,113.0,P,1.46875,1.5,1.46875,3.769325263721847,-0.9999936606390478,-63.99559430625649,8.620916593650506e-05,0.00037969392196125556,20.200639596242706,0.005294483626535084,-0.0024302454437718185,2.588821707400762e-06,0.00016567423398681914,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1349.csv
2025-08-18 14:54:26,111.515625,20AUG25,0.007966821428571429,113.0,P,1.484375,1.5,1.484375,3.8055384452567425,-0.999993788686242,-63.99560250076473,8.374225994393733e-05,0.0003690529398167992,19.49766723472491,0.0051102381901353905,-0.0024062811447263196,2.538901624887556e-06,0.00016247954838630405,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1354.csv
2025-08-18 14:59:26,111.515625,20AUG25,0.00795304365079365,113.0,P,1.46875,1.5,1.484375,3.808514713786079,-0.999993799078076,-63.99560316580055,8.361555354242891e-05,0.0003684903695651931,19.47486243437466,0.005104261169383867,-0.0024063999411882498,2.5326552282829515e-06,0.00016207980398919575,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1359.csv
2025-08-18 15:04:26,111.53125,20AUG25,0.007925484126984126,113.0,P,1.453125,1.484375,1.46875,3.7781959428142198,-0.999993692282275,-63.99559633129646,8.582000994632088e-05,0.0003779672367132716,20.130167963893722,0.005276013374549781,-0.0024306754730837083,2.5697971217909903e-06,0.00016445673660613622,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1404.csv
2025-08-18 15:09:26,111.546875,20AUG25,0.007925484126984126,113.0,P,1.4375,1.46875,1.453125,3.7418480517607713,-0.9999935614591077,-63.995587959137055,8.836766114373808e-05,0.0003889505689638052,20.862258133187893,0.005467890438442166,-0.002454907426079094,2.6206275890980538e-06,0.00016770968319191904,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1409.csv
2025-08-18 15:14:26,111.546875,20AUG25,0.007908952380952381,113.0,P,1.453125,1.46875,1.453125,3.745381458573155,-0.9999935743126777,-63.99558878171412,8.820817249481674e-05,0.0003882434001195724,20.83318406654932,0.005460270275276473,-0.002455106863152505,2.6129063319021098e-06,0.00016721555361640743,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1414.csv
2025-08-18 15:19:26,111.53125,20AUG25,0.00788965873015873,113.0,P,1.453125,1.46875,1.46875,3.7859375222561953,-0.9999937197499773,-63.99559808911955,8.548203836954912e-05,0.00037646771382100845,20.068897058885206,0.005259954585826531,-0.0024310350397184033,2.553327545076596e-06,0.0001634027495747218,XCME.WY3.20AUG25.113.P,,five_min_market_20250818_1419.csv
