Key,BID,ASK,STRIKE,ITYPE,ADJTHEOR,IVBID,IVASK,IVAVERAGE,POS.POSITION,POS.STARTOFDAYPOS,POS.PREMIUM,POS.PRICE,POS.MARKETVALUE,UTOTAL.PREMIUM,UTOTAL.YESTERDAYPL
Type,VAR_PRICE,VAR_PRICE,VAR_PRICE,VAR_STRING,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_INT32,VAR_INT32,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE
XCME.GY5.29JUL25.110.P,INVALID,.0069999,110,P,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.111.C,.3125000,.3281250,111,C,,,513.2138086,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.113.C,INVALID,.0069999,113,C,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.111:25.C,.0625000,.0781250,111.2500000,C,,,287.8483636,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.110:25.P,INVALID,.0069999,110.2500000,P,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.110:25.C,1.0625000,1.0781250,110.2500000,C,,,.9900000,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.112:5.C,INVALID,.0069999,112.5000000,C,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.112:25.C,INVALID,.0069999,112.2500000,C,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.111:75.C,INVALID,.0069999,111.7500000,C,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.111:75.P,.4218750,.4375000,111.7500000,P,,573.0521735,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.111.P,INVALID,.0069999,111,P,,,,1812.4567224,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.113.P,1.6718750,1.6875000,113,P,,.9900000,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.112:75.P,1.4218750,1.4375000,112.7500000,P,,.9900000,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.112:75.C,INVALID,.0069999,112.7500000,C,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.110:5.P,INVALID,.0069999,110.5000000,P,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.112.P,.6718750,.6875000,112,P,,1703.2389721,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.112:25.P,.9218750,.9375000,112.2500000,P,,1814.5031150,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.112:5.P,1.1718750,1.1875000,112.5000000,P,,1432.8799795,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.111:5.C,INVALID,.0069999,111.5000000,C,,,1295.4154664,1087.3856177,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.110:5.C,.8125000,.8281250,110.5000000,C,,,1635.3539616,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.110.C,1.3125000,1.3281250,110,C,,,.9900000,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.112.C,INVALID,.0069999,112,C,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.110:75.P,INVALID,.0069999,110.7500000,P,,,,,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.111:5.P,.1718750,.1875000,111.5000000,P,,330.6194078,,1808.6917340,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.111:25.P,INVALID,.0069999,111.2500000,P,,,754.8722639,607.0482753,0,0,0,,,-222656.2500000,0
XCME.GY5.29JUL25.110:75.C,.5625000,.5781250,110.7500000,C,,,1327.8628072,,0,0,0,,,-222656.2500000,0
XCME.ZN.SEP25,111.3125000,111.3281250,INVALID,F,,,,,-2,0,-222656.2500000,111.3203125,-222640.6250000,-222656.2500000,0
XCME.ZN,INVALID,INVALID,INVALID,N,,,,,0,0,0,,,-222656.2500000,0
